RDF Type	Class type	Parent	ID	See Also	Label	Part1	Part2L	Part2B	Part3	Scope	Type	Comment	Definition	Editors Note	Citation
owl:Class	subclass	lang:0000001	lang:1003483		Lama Bai				lay	I	L		Lama Bai language		
owl:Class	subclass	lang:0000001	lang:1003484		Aribwatsa				laz	I	E		Aribwatsa language		
owl:Class	subclass	lang:0000001	lang:1003485		Label				lbb	I	L		Label language		
owl:Class	subclass	lang:0000001	lang:1003486		Lakkia				lbc	I	L		Lakkia language		
owl:Class	subclass	lang:0000001	lang:1003487		Lak				lbe	I	L		Lak language		
owl:Class	subclass	lang:0000001	lang:1003488		Tinani				lbf	I	L		Tinani language		
owl:Class	subclass	lang:0000001	lang:1003489		Laopang				lbg	I	L		Laopang language		
owl:Class	subclass	lang:0000001	lang:1003490		La'bi				lbi	I	L		La'bi language		
owl:Class	subclass	lang:0000001	lang:1003491		Ladakhi				lbj	I	L		Ladakhi language		
owl:Class	subclass	lang:0000001	lang:1003492		Central Bontok				lbk	I	L		Central Bontok language		
owl:Class	subclass	lang:0000001	lang:1003493		Libon Bikol				lbl	I	L		Libon Bikol language		
owl:Class	subclass	lang:0000001	lang:1003494		Lodhi				lbm	I	L		Lodhi language		
owl:Class	subclass	lang:0000001	lang:1003495		Rmeet				lbn	I	L		Rmeet language		
owl:Class	subclass	lang:0000001	lang:1003496		Laven				lbo	I	L		Laven language		
owl:Class	subclass	lang:0000001	lang:1003497		Wampar				lbq	I	L		Wampar language		
owl:Class	subclass	lang:0000001	lang:1003498		Lohorung				lbr	I	L		Lohorung language		
owl:Class	subclass	lang:0000001	lang:1003499		Libyan Sign Language				lbs	I	L		Libyan Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003500		Lachi				lbt	I	L		Lachi language		
owl:Class	subclass	lang:0000001	lang:1003501		Labu				lbu	I	L		Labu language		
owl:Class	subclass	lang:0000001	lang:1003502		Lavatbura-Lamusong				lbv	I	L		Lavatbura-Lamusong language		
owl:Class	subclass	lang:0000001	lang:1003503		Tolaki				lbw	I	L		Tolaki language		
owl:Class	subclass	lang:0000001	lang:1003504		Lawangan				lbx	I	L		Lawangan language		
owl:Class	subclass	lang:0000001	lang:1003505		Lamalama				lby	I	E		Lamalama language		
owl:Class	subclass	lang:0000001	lang:1003506		Lardil				lbz	I	L		Lardil language		
owl:Class	subclass	lang:0000001	lang:1003507		Legenyem				lcc	I	L		Legenyem language		
owl:Class	subclass	lang:0000001	lang:1003508		Lola				lcd	I	L		Lola language		
owl:Class	subclass	lang:0000001	lang:1003509		Loncong				lce	I	L		Loncong language		
owl:Class	subclass	lang:0000001	lang:1003510		Lubu				lcf	I	L		Lubu language		
owl:Class	subclass	lang:0000001	lang:1003511		Luchazi				lch	I	L		Luchazi language		
owl:Class	subclass	lang:0000001	lang:1003512		Lisela				lcl	I	L		Lisela language		
owl:Class	subclass	lang:0000001	lang:1003513		Tungag				lcm	I	L		Tungag language		
owl:Class	subclass	lang:0000001	lang:1003514		Western Lawa				lcp	I	L		Western Lawa language		
owl:Class	subclass	lang:0000001	lang:1003515		Luhu				lcq	I	L		Luhu language		
owl:Class	subclass	lang:0000001	lang:1003516		Lisabata-Nuniali				lcs	I	L		Lisabata-Nuniali language		
owl:Class	subclass	lang:0000001	lang:1003517		Kla-Dan				lda	I	L		Kla-Dan language		
owl:Class	subclass	lang:0000001	lang:1003518		Dũya				ldb	I	L		Dũya language		
owl:Class	subclass	lang:0000001	lang:1003519		Luri				ldd	I	L		Luri language		
owl:Class	subclass	lang:0000001	lang:1003520		Lenyima				ldg	I	L		Lenyima language		
owl:Class	subclass	lang:0000001	lang:1003521		Lamja-Dengsa-Tola				ldh	I	L		Lamja-Dengsa-Tola language		
owl:Class	subclass	lang:0000001	lang:1003522		Laari				ldi	I	L		Laari language		
owl:Class	subclass	lang:0000001	lang:1003523		Lemoro				ldj	I	L		Lemoro language		
owl:Class	subclass	lang:0000001	lang:1003524		Leelau				ldk	I	L		Leelau language		
owl:Class	subclass	lang:0000001	lang:1003525		Kaan				ldl	I	L		Kaan language		
owl:Class	subclass	lang:0000001	lang:1003526		Landoma				ldm	I	L		Landoma language		
owl:Class	subclass	lang:0000001	lang:1003527		Láadan				ldn	I	C		Láadan language		
owl:Class	subclass	lang:0000001	lang:1003528		Loo				ldo	I	L		Loo language		
owl:Class	subclass	lang:0000001	lang:1003529		Tso				ldp	I	L		Tso language		
owl:Class	subclass	lang:0000001	lang:1003530		Lufu				ldq	I	L		Lufu language		
owl:Class	subclass	lang:0000001	lang:1003531		Lega-Shabunda				lea	I	L		Lega-Shabunda language		
owl:Class	subclass	lang:0000001	lang:1003532		Lala-Bisa				leb	I	L		Lala-Bisa language		
owl:Class	subclass	lang:0000001	lang:1003533		Leco				lec	I	L		Leco language		
owl:Class	subclass	lang:0000001	lang:1003534		Lendu				led	I	L		Lendu language		
owl:Class	subclass	lang:0000001	lang:1003535		Lyélé				lee	I	L		Lyélé language		
owl:Class	subclass	lang:0000001	lang:1003536		Lelemi				lef	I	L		Lelemi language		
owl:Class	subclass	lang:0000001	lang:1003537		Lenje				leh	I	L		Lenje language		
owl:Class	subclass	lang:0000001	lang:1003538		Lemio				lei	I	L		Lemio language		
owl:Class	subclass	lang:0000001	lang:1003539		Lengola				lej	I	L		Lengola language		
owl:Class	subclass	lang:0000001	lang:1003540		Leipon				lek	I	L		Leipon language		
owl:Class	subclass	lang:0000001	lang:1003541		Lele (Democratic Republic of Congo)				lel	I	L		Lele (Democratic Republic of Congo) language		
owl:Class	subclass	lang:0000001	lang:1003542		Nomaande				lem	I	L		Nomaande language		
owl:Class	subclass	lang:0000001	lang:1003543		Lenca				len	I	E		Lenca language		
owl:Class	subclass	lang:0000001	lang:1003544		Leti (Cameroon)				leo	I	L		Leti (Cameroon) language		
owl:Class	subclass	lang:0000001	lang:1003545		Lepcha				lep	I	L		Lepcha language		
owl:Class	subclass	lang:0000001	lang:1003546		Lembena				leq	I	L		Lembena language		
owl:Class	subclass	lang:0000001	lang:1003547		Lenkau				ler	I	L		Lenkau language		
owl:Class	subclass	lang:0000001	lang:1003548		Lese				les	I	L		Lese language		
owl:Class	subclass	lang:0000001	lang:1003549		Lesing-Gelimi				let	I	L		Lesing-Gelimi language		
owl:Class	subclass	lang:0000001	lang:1003550		Kara (Papua New Guinea)				leu	I	L		Kara (Papua New Guinea) language		
owl:Class	subclass	lang:0000001	lang:1003551		Lamma				lev	I	L		Lamma language		
owl:Class	subclass	lang:0000001	lang:1003552		Ledo Kaili				lew	I	L		Ledo Kaili language		
owl:Class	subclass	lang:0000001	lang:1003553		Luang				lex	I	L		Luang language		
owl:Class	subclass	lang:0000001	lang:1003554		Lemolang				ley	I	L		Lemolang language		
owl:Class	subclass	lang:0000001	lang:1003555		Lezghian		lez	lez	lez	I	L		Lezghian language		
owl:Class	subclass	lang:0000001	lang:1003556		Lefa				lfa	I	L		Lefa language		
owl:Class	subclass	lang:0000001	lang:1003557		Lingua Franca Nova				lfn	I	C		Lingua Franca Nova language		
owl:Class	subclass	lang:0000001	lang:1003558		Lungga				lga	I	L		Lungga language		
owl:Class	subclass	lang:0000001	lang:1003559		Laghu				lgb	I	L		Laghu language		
owl:Class	subclass	lang:0000001	lang:1003560		Lugbara				lgg	I	L		Lugbara language		
owl:Class	subclass	lang:0000001	lang:1003561		Laghuu				lgh	I	L		Laghuu language		
owl:Class	subclass	lang:0000001	lang:1003562		Lengilu				lgi	I	L		Lengilu language		
owl:Class	subclass	lang:0000001	lang:1003563		Lingarak				lgk	I	L		Lingarak language		
owl:Class	subclass	lang:0000001	lang:1003564		Wala				lgl	I	L		Wala language		
owl:Class	subclass	lang:0000001	lang:1003565		Lega-Mwenga				lgm	I	L		Lega-Mwenga language		
owl:Class	subclass	lang:0000001	lang:1003566		T'apo				lgn	I	L		T'apo language		
owl:Class	subclass	lang:0000001	lang:1003567		Logba				lgq	I	L		Logba language		
owl:Class	subclass	lang:0000001	lang:1003568		Lengo				lgr	I	L		Lengo language		
owl:Class	subclass	lang:0000001	lang:1003569		Pahi				lgt	I	L		Pahi language		
owl:Class	subclass	lang:0000001	lang:1003570		Longgu				lgu	I	L		Longgu language		
owl:Class	subclass	lang:0000001	lang:1003571		Ligenza				lgz	I	L		Ligenza language		
owl:Class	subclass	lang:0000001	lang:1003572		Laha (Viet Nam)				lha	I	L		Laha (Viet Nam) language		
owl:Class	subclass	lang:0000001	lang:1003573		Laha (Indonesia)				lhh	I	L		Laha (Indonesia) language		
owl:Class	subclass	lang:0000001	lang:1003574		Lahu Shi				lhi	I	L		Lahu Shi language		
owl:Class	subclass	lang:0000001	lang:1003575		Lahul Lohar				lhl	I	L		Lahul Lohar language		
owl:Class	subclass	lang:0000001	lang:1003576		Lhomi				lhm	I	L		Lhomi language		
owl:Class	subclass	lang:0000001	lang:1003577		Lahanan				lhn	I	L		Lahanan language		
owl:Class	subclass	lang:0000001	lang:1003578		Lhokpu				lhp	I	L		Lhokpu language		
owl:Class	subclass	lang:0000001	lang:1003579		Mlahsö				lhs	I	E		Mlahsö language		
owl:Class	subclass	lang:0000001	lang:1003580		Lo-Toga				lht	I	L		Lo-Toga language		
owl:Class	subclass	lang:0000001	lang:1003581		Lahu				lhu	I	L		Lahu language		
owl:Class	subclass	lang:0000001	lang:1003582		West-Central Limba				lia	I	L		West-Central Limba language		
owl:Class	subclass	lang:0000001	lang:1003583		Likum				lib	I	L		Likum language		
owl:Class	subclass	lang:0000001	lang:1003584		Hlai				lic	I	L		Hlai language		
owl:Class	subclass	lang:0000001	lang:1003585		Nyindrou				lid	I	L		Nyindrou language		
owl:Class	subclass	lang:0000001	lang:1003586		Likila				lie	I	L		Likila language		
owl:Class	subclass	lang:0000001	lang:1003587		Limbu				lif	I	L		Limbu language		
owl:Class	subclass	lang:0000001	lang:1003588		Ligbi				lig	I	L		Ligbi language		
owl:Class	subclass	lang:0000001	lang:1003589		Lihir				lih	I	L		Lihir language		
owl:Class	subclass	lang:0000001	lang:1003590		Ligurian				lij	I	L		Ligurian language		
owl:Class	subclass	lang:0000001	lang:1003591		Lika				lik	I	L		Lika language		
owl:Class	subclass	lang:0000001	lang:1003592		Lillooet				lil	I	L		Lillooet language		
owl:Class	subclass	lang:0000001	lang:1003593		Limburgan	li	lim	lim	lim	I	L		Limburgan language		
owl:Class	subclass	lang:0000001	lang:1003594		Lingala	ln	lin	lin	lin	I	L		Lingala language		
owl:Class	subclass	lang:0000001	lang:1003595		Liki				lio	I	L		Liki language		
owl:Class	subclass	lang:0000001	lang:1003596		Sekpele				lip	I	L		Sekpele language		
owl:Class	subclass	lang:0000001	lang:1003597		Libido				liq	I	L		Libido language		
owl:Class	subclass	lang:0000001	lang:1003598		Liberian English				lir	I	L		Liberian English language		
owl:Class	subclass	lang:0000001	lang:1003599		Lisu				lis	I	L		Lisu language		
owl:Class	subclass	lang:0000001	lang:1003600		Lithuanian	lt	lit	lit	lit	I	L		Lithuanian language		
owl:Class	subclass	lang:0000001	lang:1003601		Logorik				liu	I	L		Logorik language		
owl:Class	subclass	lang:0000001	lang:1003602		Liv				liv	I	L		Liv language		
owl:Class	subclass	lang:0000001	lang:1003603		Col				liw	I	L		Col language		
owl:Class	subclass	lang:0000001	lang:1003604		Liabuku				lix	I	L		Liabuku language		
owl:Class	subclass	lang:0000001	lang:1003605		Banda-Bambari				liy	I	L		Banda-Bambari language		
owl:Class	subclass	lang:0000001	lang:1003606		Libinza				liz	I	L		Libinza language		
owl:Class	subclass	lang:0000001	lang:1003607		Golpa				lja	I	E		Golpa language		
owl:Class	subclass	lang:0000001	lang:1003608		Rampi				lje	I	L		Rampi language		
owl:Class	subclass	lang:0000001	lang:1003609		Laiyolo				lji	I	L		Laiyolo language		
owl:Class	subclass	lang:0000001	lang:1003610		Li'o				ljl	I	L		Li'o language		
owl:Class	subclass	lang:0000001	lang:1003611		Lampung Api				ljp	I	L		Lampung Api language		
owl:Class	subclass	lang:0000001	lang:1003612		Yirandali				ljw	I	L		Yirandali language		
owl:Class	subclass	lang:0000001	lang:1003613		Yuru				ljx	I	E		Yuru language		
owl:Class	subclass	lang:0000001	lang:1003614		Lakalei				lka	I	L		Lakalei language		
owl:Class	subclass	lang:0000001	lang:1003615		Kabras				lkb	I	L		Kabras language		
owl:Class	subclass	lang:0000001	lang:1003616		Kucong				lkc	I	L		Kucong language		
owl:Class	subclass	lang:0000001	lang:1003617		Lakondê				lkd	I	L		Lakondê language		
owl:Class	subclass	lang:0000001	lang:1003618		Kenyi				lke	I	L		Kenyi language		
owl:Class	subclass	lang:0000001	lang:1003619		Lakha				lkh	I	L		Lakha language		
owl:Class	subclass	lang:0000001	lang:1003620		Laki				lki	I	L		Laki language		
owl:Class	subclass	lang:0000001	lang:1003621		Remun				lkj	I	L		Remun language		
owl:Class	subclass	lang:0000001	lang:1003622		Laeko-Libuat				lkl	I	L		Laeko-Libuat language		
owl:Class	subclass	lang:0000001	lang:1003623		Kalaamaya				lkm	I	E		Kalaamaya language		
owl:Class	subclass	lang:0000001	lang:1003624		Lakon				lkn	I	L		Lakon language		
owl:Class	subclass	lang:0000001	lang:1003625		Khayo				lko	I	L		Khayo language		
owl:Class	subclass	lang:0000001	lang:1003626		Päri				lkr	I	L		Päri language		
owl:Class	subclass	lang:0000001	lang:1003627		Kisa				lks	I	L		Kisa language		
owl:Class	subclass	lang:0000001	lang:1003628		Lakota				lkt	I	L		Lakota language		
owl:Class	subclass	lang:0000001	lang:1003629		Kungkari				lku	I	E		Kungkari language		
owl:Class	subclass	lang:0000001	lang:1003630		Lokoya				lky	I	L		Lokoya language		
owl:Class	subclass	lang:0000001	lang:1003631		Lala-Roba				lla	I	L		Lala-Roba language		
owl:Class	subclass	lang:0000001	lang:1003632		Lolo				llb	I	L		Lolo language		
owl:Class	subclass	lang:0000001	lang:1003633		Lele (Guinea)				llc	I	L		Lele (Guinea) language		
owl:Class	subclass	lang:0000001	lang:1003634		Ladin				lld	I	L		Ladin language		
owl:Class	subclass	lang:0000001	lang:1003635		Lele (Papua New Guinea)				lle	I	L		Lele (Papua New Guinea) language		
owl:Class	subclass	lang:0000001	lang:1003636		Hermit				llf	I	E		Hermit language		
owl:Class	subclass	lang:0000001	lang:1003637		Lole				llg	I	L		Lole language		
owl:Class	subclass	lang:0000001	lang:1003638		Lamu				llh	I	L		Lamu language		
owl:Class	subclass	lang:0000001	lang:1003639		Teke-Laali				lli	I	L		Teke-Laali language		
owl:Class	subclass	lang:0000001	lang:1003640		Ladji Ladji				llj	I	E		Ladji Ladji language		
owl:Class	subclass	lang:0000001	lang:1003641		Lelak				llk	I	E		Lelak language		
owl:Class	subclass	lang:0000001	lang:1003642		Lilau				lll	I	L		Lilau language		
owl:Class	subclass	lang:0000001	lang:1003643		Lasalimu				llm	I	L		Lasalimu language		
owl:Class	subclass	lang:0000001	lang:1003644		Lele (Chad)				lln	I	L		Lele (Chad) language		
owl:Class	subclass	lang:0000001	lang:1003645		North Efate				llp	I	L		North Efate language		
owl:Class	subclass	lang:0000001	lang:1003646		Lolak				llq	I	L		Lolak language		
owl:Class	subclass	lang:0000001	lang:1003647		Lithuanian Sign Language				lls	I	L		Lithuanian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003648		Lau				llu	I	L		Lau language		
owl:Class	subclass	lang:0000001	lang:1003649		Lauan				llx	I	L		Lauan language		
owl:Class	subclass	lang:0000001	lang:1003650		East Limba				lma	I	L		East Limba language		
owl:Class	subclass	lang:0000001	lang:1003651		Merei				lmb	I	L		Merei language		
owl:Class	subclass	lang:0000001	lang:1003652		Limilngan				lmc	I	E		Limilngan language		
owl:Class	subclass	lang:0000001	lang:1003653		Lumun				lmd	I	L		Lumun language		
owl:Class	subclass	lang:0000001	lang:1003654		Pévé				lme	I	L		Pévé language		
owl:Class	subclass	lang:0000001	lang:1003655		South Lembata				lmf	I	L		South Lembata language		
owl:Class	subclass	lang:0000001	lang:1003656		Lamogai				lmg	I	L		Lamogai language		
owl:Class	subclass	lang:0000001	lang:1003657		Lambichhong				lmh	I	L		Lambichhong language		
owl:Class	subclass	lang:0000001	lang:1003658		Lombi				lmi	I	L		Lombi language		
owl:Class	subclass	lang:0000001	lang:1003659		West Lembata				lmj	I	L		West Lembata language		
owl:Class	subclass	lang:0000001	lang:1003660		Lamkang				lmk	I	L		Lamkang language		
owl:Class	subclass	lang:0000001	lang:1003661		Hano				lml	I	L		Hano language		
owl:Class	subclass	lang:0000001	lang:1003662		Lambadi				lmn	I	L		Lambadi language		
owl:Class	subclass	lang:0000001	lang:1003663		Lombard				lmo	I	L		Lombard language		
owl:Class	subclass	lang:0000001	lang:1003664		Limbum				lmp	I	L		Limbum language		
owl:Class	subclass	lang:0000001	lang:1003665		Lamatuka				lmq	I	L		Lamatuka language		
owl:Class	subclass	lang:0000001	lang:1003666		Lamalera				lmr	I	L		Lamalera language		
owl:Class	subclass	lang:0000001	lang:1003667		Lamenu				lmu	I	L		Lamenu language		
owl:Class	subclass	lang:0000001	lang:1003668		Lomaiviti				lmv	I	L		Lomaiviti language		
owl:Class	subclass	lang:0000001	lang:1003669		Lake Miwok				lmw	I	L		Lake Miwok language		
owl:Class	subclass	lang:0000001	lang:1003670		Laimbue				lmx	I	L		Laimbue language		
owl:Class	subclass	lang:0000001	lang:1003671		Lamboya				lmy	I	L		Lamboya language		
owl:Class	subclass	lang:0000001	lang:1003672		Lumbee				lmz	I	E		Lumbee language		
owl:Class	subclass	lang:0000001	lang:1003673		Langbashe				lna	I	L		Langbashe language		
owl:Class	subclass	lang:0000001	lang:1003674		Mbalanhu				lnb	I	L		Mbalanhu language		
owl:Class	subclass	lang:0000001	lang:1003675		Lundayeh				lnd	I	L		Lundayeh language		
owl:Class	subclass	lang:0000001	lang:1003676		Langobardic				lng	I	A		Langobardic language		
owl:Class	subclass	lang:0000001	lang:1003677		Lanoh				lnh	I	L		Lanoh language		
owl:Class	subclass	lang:0000001	lang:1003678		Daantanai'				lni	I	L		Daantanai' language		
owl:Class	subclass	lang:0000001	lang:1003679		Leningitij				lnj	I	E		Leningitij language		
owl:Class	subclass	lang:0000001	lang:1003680		South Central Banda				lnl	I	L		South Central Banda language		
owl:Class	subclass	lang:0000001	lang:1003681		Langam				lnm	I	L		Langam language		
owl:Class	subclass	lang:0000001	lang:1003682		Lorediakarkar				lnn	I	L		Lorediakarkar language		
owl:Class	subclass	lang:0000001	lang:1003683		Lango (South Sudan)				lno	I	L		Lango (South Sudan) language		
owl:Class	subclass	lang:0000001	lang:1003684		Lamnso'				lns	I	L		Lamnso' language		
owl:Class	subclass	lang:0000001	lang:1003685		Longuda				lnu	I	L		Longuda language		
owl:Class	subclass	lang:0000001	lang:1003686		Lanima				lnw	I	E		Lanima language		
owl:Class	subclass	lang:0000001	lang:1003687		Lonzo				lnz	I	L		Lonzo language		
owl:Class	subclass	lang:0000001	lang:1003688		Loloda				loa	I	L		Loloda language		
owl:Class	subclass	lang:0000001	lang:1003689		Lobi				lob	I	L		Lobi language		
owl:Class	subclass	lang:0000001	lang:1003690		Inonhan				loc	I	L		Inonhan language		
owl:Class	subclass	lang:0000001	lang:1003691		Saluan				loe	I	L		Saluan language		
owl:Class	subclass	lang:0000001	lang:1003692		Logol				lof	I	L		Logol language		
owl:Class	subclass	lang:0000001	lang:1003693		Logo				log	I	L		Logo language		
owl:Class	subclass	lang:0000001	lang:1003694		Narim				loh	I	L		Narim language		
owl:Class	subclass	lang:0000001	lang:1003695		Loma (Côte d'Ivoire)				loi	I	L		Loma (Côte d'Ivoire) language		
owl:Class	subclass	lang:0000001	lang:1003696		Lou				loj	I	L		Lou language		
owl:Class	subclass	lang:0000001	lang:1003697		Loko				lok	I	L		Loko language		
owl:Class	subclass	lang:0000001	lang:1003698		Mongo		lol	lol	lol	I	L		Mongo language		
owl:Class	subclass	lang:0000001	lang:1003699		Loma (Liberia)				lom	I	L		Loma (Liberia) language		
owl:Class	subclass	lang:0000001	lang:1003700		Malawi Lomwe				lon	I	L		Malawi Lomwe language		
owl:Class	subclass	lang:0000001	lang:1003701		Lombo				loo	I	L		Lombo language		
owl:Class	subclass	lang:0000001	lang:1003702		Lopa				lop	I	L		Lopa language		
owl:Class	subclass	lang:0000001	lang:1003703		Lobala				loq	I	L		Lobala language		
owl:Class	subclass	lang:0000001	lang:1003704		Téén				lor	I	L		Téén language		
owl:Class	subclass	lang:0000001	lang:1003705		Loniu				los	I	L		Loniu language		
owl:Class	subclass	lang:0000001	lang:1003706		Otuho				lot	I	L		Otuho language		
owl:Class	subclass	lang:0000001	lang:1003707		Louisiana Creole				lou	I	L		Louisiana Creole language		
owl:Class	subclass	lang:0000001	lang:1003708		Lopi				lov	I	L		Lopi language		
owl:Class	subclass	lang:0000001	lang:1003709		Tampias Lobu				low	I	L		Tampias Lobu language		
owl:Class	subclass	lang:0000001	lang:1003710		Loun				lox	I	L		Loun language		
owl:Class	subclass	lang:0000001	lang:1003711		Loke				loy	I	L		Loke language		
owl:Class	subclass	lang:0000001	lang:1003712		Lozi		loz	loz	loz	I	L		Lozi language		
owl:Class	subclass	lang:0000001	lang:1003713		Lelepa				lpa	I	L		Lelepa language		
owl:Class	subclass	lang:0000001	lang:1003714		Lepki				lpe	I	L		Lepki language		
owl:Class	subclass	lang:0000001	lang:1003715		Long Phuri Naga				lpn	I	L		Long Phuri Naga language		
owl:Class	subclass	lang:0000001	lang:1003716		Lipo				lpo	I	L		Lipo language		
owl:Class	subclass	lang:0000001	lang:1003717		Lopit				lpx	I	L		Lopit language		
owl:Class	subclass	lang:0000001	lang:1003718		Rara Bakati'				lra	I	L		Rara Bakati' language		
owl:Class	subclass	lang:0000001	lang:1003719		Northern Luri				lrc	I	L		Northern Luri language		
owl:Class	subclass	lang:0000001	lang:1003720		Laurentian				lre	I	E		Laurentian language		
owl:Class	subclass	lang:0000001	lang:1003721		Laragia				lrg	I	E		Laragia language		
owl:Class	subclass	lang:0000001	lang:1003722		Marachi				lri	I	L		Marachi language		
owl:Class	subclass	lang:0000001	lang:1003723		Loarki				lrk	I	L		Loarki language		
owl:Class	subclass	lang:0000001	lang:1003724		Lari				lrl	I	L		Lari language		
owl:Class	subclass	lang:0000001	lang:1003725		Marama				lrm	I	L		Marama language		
owl:Class	subclass	lang:0000001	lang:1003726		Lorang				lrn	I	L		Lorang language		
owl:Class	subclass	lang:0000001	lang:1003727		Laro				lro	I	L		Laro language		
owl:Class	subclass	lang:0000001	lang:1003728		Southern Yamphu				lrr	I	L		Southern Yamphu language		
owl:Class	subclass	lang:0000001	lang:1003729		Larantuka Malay				lrt	I	L		Larantuka Malay language		
owl:Class	subclass	lang:0000001	lang:1003730		Larevat				lrv	I	L		Larevat language		
owl:Class	subclass	lang:0000001	lang:1003731		Lemerig				lrz	I	L		Lemerig language		
owl:Class	subclass	lang:0000001	lang:1003732		Lasgerdi				lsa	I	L		Lasgerdi language		
owl:Class	subclass	lang:0000001	lang:1003733		Lishana Deni				lsd	I	L		Lishana Deni language		
owl:Class	subclass	lang:0000001	lang:1003734		Lusengo				lse	I	L		Lusengo language		
owl:Class	subclass	lang:0000001	lang:1003735		Lish				lsh	I	L		Lish language		
owl:Class	subclass	lang:0000001	lang:1003736		Lashi				lsi	I	L		Lashi language		
owl:Class	subclass	lang:0000001	lang:1003737		Latvian Sign Language				lsl	I	L		Latvian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003738		Saamia				lsm	I	L		Saamia language		
owl:Class	subclass	lang:0000001	lang:1003739		Tibetan Sign Language				lsn	I	L		Tibetan Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003740		Laos Sign Language				lso	I	L		Laos Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003741		Panamanian Sign Language				lsp	I	L		Panamanian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003742		Aruop				lsr	I	L		Aruop language		
owl:Class	subclass	lang:0000001	lang:1003743		Lasi				lss	I	L		Lasi language		
owl:Class	subclass	lang:0000001	lang:1003744		Trinidad and Tobago Sign Language				lst	I	L		Trinidad and Tobago Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003745		Sivia Sign Language				lsv	I	L		Sivia Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003746		Mauritian Sign Language				lsy	I	L		Mauritian Sign Language language		
owl:Class	subclass	lang:0000001	lang:1003747		Late Middle Chinese				ltc	I	H		Late Middle Chinese language		
owl:Class	subclass	lang:0000001	lang:1003748		Latgalian				ltg	I	L		Latgalian language		
owl:Class	subclass	lang:0000001	lang:1003749		Thur				lth	I	L		Thur language		
owl:Class	subclass	lang:0000001	lang:1003750		Leti (Indonesia)				lti	I	L		Leti (Indonesia) language		
owl:Class	subclass	lang:0000001	lang:1003751		Latundê				ltn	I	L		Latundê language		
owl:Class	subclass	lang:0000001	lang:1003752		Tsotso				lto	I	L		Tsotso language		
owl:Class	subclass	lang:0000001	lang:1003753		Tachoni				lts	I	L		Tachoni language		
owl:Class	subclass	lang:0000001	lang:1003754		Latu				ltu	I	L		Latu language		
owl:Class	subclass	lang:0000001	lang:1003755		Luxembourgish	lb	ltz	ltz	ltz	I	L		Luxembourgish language		
owl:Class	subclass	lang:0000001	lang:1003756		Luba-Lulua		lua	lua	lua	I	L		Luba-Lulua language		
owl:Class	subclass	lang:0000001	lang:1003757		Luba-Katanga	lu	lub	lub	lub	I	L		Luba-Katanga language		
owl:Class	subclass	lang:0000001	lang:1003758		Aringa				luc	I	L		Aringa language		
owl:Class	subclass	lang:0000001	lang:1003759		Ludian				lud	I	L		Ludian language		
owl:Class	subclass	lang:0000001	lang:1003760		Luvale				lue	I	L		Luvale language		
owl:Class	subclass	lang:0000001	lang:1003761		Laua				luf	I	L		Laua language		
owl:Class	subclass	lang:0000001	lang:1003762		Ganda	lg	lug	lug	lug	I	L		Ganda language		
owl:Class	subclass	lang:0000001	lang:1003763		Luiseno		lui	lui	lui	I	E		Luiseno language		
owl:Class	subclass	lang:0000001	lang:1003764		Luna				luj	I	L		Luna language		
owl:Class	subclass	lang:0000001	lang:1003765		Lunanakha				luk	I	L		Lunanakha language		
owl:Class	subclass	lang:0000001	lang:1003766		Olu'bo				lul	I	L		Olu'bo language		
owl:Class	subclass	lang:0000001	lang:1003767		Luimbi				lum	I	L		Luimbi language		
owl:Class	subclass	lang:0000001	lang:1003768		Lunda		lun	lun	lun	I	L		Lunda language		
owl:Class	subclass	lang:0000001	lang:1003769		Luo (Kenya and Tanzania)		luo	luo	luo	I	L		Luo (Kenya and Tanzania) language		
owl:Class	subclass	lang:0000001	lang:1003770		Lumbu				lup	I	L		Lumbu language		
owl:Class	subclass	lang:0000001	lang:1003771		Lucumi				luq	I	L		Lucumi language		
owl:Class	subclass	lang:0000001	lang:1003772		Laura				lur	I	L		Laura language		
owl:Class	subclass	lang:0000001	lang:1003773		Lushai		lus	lus	lus	I	L		Lushai language		
owl:Class	subclass	lang:0000001	lang:1003774		Lushootseed				lut	I	L		Lushootseed language		
owl:Class	subclass	lang:0000001	lang:1003775		Lumba-Yakkha				luu	I	L		Lumba-Yakkha language		
owl:Class	subclass	lang:0000001	lang:1003776		Luwati				luv	I	L		Luwati language		
owl:Class	subclass	lang:0000001	lang:1003777		Luo (Cameroon)				luw	I	L		Luo (Cameroon) language		
owl:Class	subclass	lang:0000001	lang:1003778		Luyia				luy	M	L		Luyia language		
owl:Class	subclass	lang:0000001	lang:1003779		Southern Luri				luz	I	L		Southern Luri language		
owl:Class	subclass	lang:0000001	lang:1003780		Maku'a				lva	I	L		Maku'a language		
owl:Class	subclass	lang:0000001	lang:1003781		Lavi				lvi	I	L		Lavi language		
owl:Class	subclass	lang:0000001	lang:1003782		Lavukaleve				lvk	I	L		Lavukaleve language		
