RDF Type	Class type	Parent	ID	See Also	Label	Label	Label	Label	Label	Part1	Part2L	Part2B	Part3	Comment	Definition	Editors Note	Citation
TYPE	CLASS_TYPE	CI	ID	AI rdfs:seeAlso	AL rdfs:label@en	AL rdfs:label@es	AL rdfs:label@fr	AL rdfs:label@de	AL rdfs:label@it	A LANG:0000002	A LANG:0000003	A LANG:0000004	A  LANG:0000005	A  LANG:0000006	AL IAO:0000115@en	AL IAO:0000116@en	AL IAO:0000119@en
owl:Class		BFO:0000031	LANG:0000001		Language	idioma	la langue	Sprache	linguaggio						"the words, their pronunciation, and the methods of combining them used and understood by a community"		Merriam-Webster https://www.merriam-webster.com/dictionary/languageowl:Class	subclass	LANG:0000001	LANG:10000001		Alumu-Tesu							aab		Alumu-Tesu language		
owl:Class	subclass	LANG:0000001	LANG:10000233		Tosk Albanian							als		Tosk Albanian language		
owl:Class	subclass	LANG:0000001	LANG:10000234		Southern Altai					alt	alt	alt		Southern Altai language		
owl:Class	subclass	LANG:0000001	LANG:10000235		'Are'are							alu		'Are'are language		
owl:Class	subclass	LANG:0000001	LANG:10000236		Alaba-K’abeena							alw		Alaba-K’abeena language		
owl:Class	subclass	LANG:0000001	LANG:10000237		Amol							alx		Amol language		
owl:Class	subclass	LANG:0000001	LANG:10000238		Alyawarr							aly		Alyawarr language		
owl:Class	subclass	LANG:0000001	LANG:10000239		Alur							alz		Alur language		
owl:Class	subclass	LANG:0000001	LANG:10000240		Amanayé							ama		Amanayé language		
owl:Class	subclass	LANG:0000001	LANG:10000241		Ambo							amb		Ambo language		
owl:Class	subclass	LANG:0000001	LANG:10000242		Amahuaca							amc		Amahuaca language		
owl:Class	subclass	LANG:0000001	LANG:10000243		Yanesha'							ame		Yanesha' language		
owl:Class	subclass	LANG:0000001	LANG:10000244		Hamer-Banna							amf		Hamer-Banna language		
owl:Class	subclass	LANG:0000001	LANG:10000245		Amurdak							amg		Amurdak language		
owl:Class	subclass	LANG:0000001	LANG:10000246		Amharic				am	amh	amh	amh		Amharic language		
owl:Class	subclass	LANG:0000001	LANG:10000247		Amis							ami		Amis language		
owl:Class	subclass	LANG:0000001	LANG:10000248		Amdang							amj		Amdang language		
owl:Class	subclass	LANG:0000001	LANG:10000249		Ambai							amk		Ambai language		
owl:Class	subclass	LANG:0000001	LANG:10000250		War-Jaintia							aml		War-Jaintia language		
owl:Class	subclass	LANG:0000001	LANG:10000251		Ama (Papua New Guinea)							amm		Ama (Papua New Guinea) language		
owl:Class	subclass	LANG:0000001	LANG:10000252		Amanab							amn		Amanab language		
